PLACEKEY,PARENT_PLACEKEY,SAFEGRAPH_PLACE_ID,STORE_ID,LOCATION_NAME,STREET_ADDRESS,CITY,POSTAL_CODE,WEBSITE,LATITUDE,LONGITUDE,NAICS_CODE,SUB_CATEGORY,WKT_AREA_SQ_METERS,GEOMETRY_TYPE,POLYGON_CLASS,IS_SYNTHETIC,ENCLOSED,INCLUDES_PARKING_LOT,GEOID,nbhd_class,share_in_city,in_city_la,miles_to_raid,nearest_site,veraset_days_2025,mean_visits_2025,mean_daily_visits_pre,mean_daily_visits_post,veraset_days_2024,mean_visits_2024,advan_venues_inside,in_la_parks_geojson,has_polygon,has_visit_data,area_m2,suspect_reason,quality_tier
zzz-222@5z6-3gz-9mk,,sg:72403fc6866947988392065d59f141b6,,King Harbor Open Space,King Spc,Redondo Beach,90277,,33.844465,-118.394393,712190,Nature Parks and Other Similar Institutions,15374,POLYGON,OWNED_POLYGON,False,False,False,06037621204,Other,0.0,False,10.092,Ladera Heights,87,29.49425287356322,19.192307692307693,48.62068965517241,37,17.10810810810811,0,False,True,True,15374.0,,clean
zzy-222@5z6-3hc-ct9,,sg:b2ab71d071693d5da38f81175cd6ca5c,,Manhattan Beach Christmas Light Co.,820 Manhattan Beach Blvd,Manhattan Beach,90266,,33.88715,-118.402506,712190,Nature Parks and Other Similar Institutions,524,POLYGON,OWNED_POLYGON,False,False,False,06037620901,Other,0.0,False,7.332,Ladera Heights,43,19.697674418604652,19.157894736842106,,0,,0,False,True,True,524.0,under 0.2 ha: a park fragment or a point feature,suspect
zzz-222@5z4-z5p-swk,,sg:5fdecf1a160b3e2a8c411ccf6d7ad3f6,,Corbin Canyon Open Space,Corbin Canyon Open Space,Los Angeles,91364,,34.151834,-118.566674,712190,Nature Parks and Other Similar Institutions,162661,POLYGON,OWNED_POLYGON,False,False,,06037137504,Other,1.0,True,11.668,Pacoima,82,26.073170731707318,19.115384615384617,44.793103448275865,25,9.4,0,True,True,True,162661.0,,clean
zzz-222@5z4-zj2-psq,,sg:914fbeefa6c6344d9428f3c367984f41,,Devil Canyon Red Mesa,Devil Canyon Red Mesa,Chatsworth,91311,,34.282665,-118.605083,712190,Nature Parks and Other Similar Institutions,63394,POLYGON,OWNED_POLYGON,False,False,,06037920303,Other,0.0015,False,10.28,Pacoima,84,22.035714285714285,19.04,31.20689655172414,6,6.5,0,True,True,True,63394.0,,clean
zzz-222@5z4-zwt-5cq,zzw-222@5z6-3h9-tsq,sg:a0184b0dddc04446a01ccc6dee4dd4c6,,Vista Del Mar Park,8150 Vista del Mar,Playa Del Rey,90293,,33.944366,-118.441521,712190,Nature Parks and Other Similar Institutions,5585,POLYGON,OWNED_POLYGON,False,True,,06037980028,Unclassified,0.9988,True,5.384,Ladera Heights,75,25.08,19.0,35.44827586206897,20,10.95,0,False,True,True,5585.0,,clean
zzz-222@5z4-zrb-cnq,,sg:2c2ab6ac9eb745bc87e71f27e403c919,,Hendler Open Space,Hendler Open Space,Malibu,90265,,34.038302,-118.682626,712190,Nature Parks and Other Similar Institutions,168029,POLYGON,OWNED_POLYGON,False,False,False,06037800504,70+ NL White,0.0,False,18.575,Ladera Heights,76,23.68421052631579,18.92,35.275862068965516,7,6.857142857142857,0,True,True,True,168029.0,,clean
zzy-223@5z5-3r7-s3q,,sg:1fe74d9e33b73b23a08d0d05c472d849,,Paramount Stairs,Paramount Stairs,Los Angeles,90068,,34.107738,-118.339533,712190,Nature Parks and Other Similar Institutions,155,POLYGON,OWNED_POLYGON,False,False,False,06037189702,70+ NL White,1.0,True,5.258,Westlake,35,21.314285714285713,18.833333333333332,21.82758620689655,0,,0,False,True,True,155.0,under 0.2 ha: a park fragment or a point feature,suspect
zzy-222@5z6-3d6-6tv,,sg:42c8d23f0b4735dd951f50e7c40cceac,,San Pedro Pt. Fermin Park,807 W Paseo del Mar,San Pedro,90731,,33.706105,-118.293197,712190,Nature Parks and Other Similar Institutions,193,POLYGON,SHARED_POLYGON,False,False,False,06037297501,Other,0.9913,True,14.023,Paramount,35,22.914285714285715,18.833333333333332,23.75862068965517,0,,0,False,True,True,193.0,under 0.2 ha: a park fragment or a point feature,suspect
zzz-222@5z5-3rt-cwk,,sg:b478db753ebc40fda22a7b9395c60558,,Wabash Recreation Center,2765 Wabash Ave,Los Angeles,90033,https://www.laparks.org/reccenter/wabash,34.050896,-118.198191,712190,Nature Parks and Other Similar Institutions,7574,POLYGON,OWNED_POLYGON,False,False,False,06037203200,70+ Latino,1.0,True,2.659,Cypress Park,83,21.97590361445783,18.8,28.724137931034484,25,9.8,0,False,True,True,7574.0,,clean
zzy-222@5z4-rqn-cbk,,sg:cd4be6e7a91f34e2b3c1606d0a79b269,,Schabarum Trail,20101 Amar Rd,Walnut,91789,,34.039017,-117.86106,712190,Nature Parks and Other Similar Institutions,917,POLYGON,OWNED_POLYGON,False,False,False,06037403407,Other,0.0,False,11.927,Whittier,55,22.01818181818182,18.782608695652176,24.20689655172414,19,11.842105263157896,0,False,True,True,917.0,under 0.2 ha: a park fragment or a point feature,suspect
22s-222@5z5-34s-99f,,sg:d0360289e2054357b157f7a01c343c97,,Magical Playground,1778 E Colorado Blvd,Pasadena,91106,,34.145823,-118.113581,712190,Nature Parks and Other Similar Institutions,209,POLYGON,,False,False,False,06037463400,Other,0.0,False,7.688,Cypress Park,75,18.32,18.772727272727273,18.333333333333332,31,17.903225806451612,0,False,True,True,209.0,under 0.2 ha: a park fragment or a point feature,suspect
zzy-222@5z6-43p-7t9,,sg:32c025caf0183288911f02a4fe38647f,,72Nd Pl Long Beach Ca 90803,72nd Pl,Long Beach,90803,http://en.parkopedia.com/parking/lot/72nd_pl/90803/long_beach/?vendor=here,33.744999,-118.117398,712190,Nature Parks and Other Similar Institutions,1236,POLYGON,SHARED_POLYGON,True,False,,06037577504,70+ NL White,0.0,False,10.63,Paramount,35,31.885714285714286,18.666666666666668,34.62068965517241,0,,0,False,True,True,1236.0,synthetic polygon; under 0.2 ha: a park fragment or a point feature,suspect
zzz-222@5z4-zx2-9fz,,sg:392f011b8e1848d18c2b99c57f3e1fb0,,Los Amigos Park,5th St @ Hollister Ave,Santa Monica,90405,http://www.smgov.net/Departments/CCS/content.aspx?id=32759,34.006156,-118.481498,712190,Nature Parks and Other Similar Institutions,12999,POLYGON,OWNED_POLYGON,False,False,,06037702002,Other,0.0,False,6.845,Ladera Heights,80,22.2375,18.56,29.06896551724138,26,10.26923076923077,0,False,True,True,12999.0,,clean
zzz-222@5z4-zwz-pqf,,sg:21ab7c3800b8406c9bcd895749d5b2bb,,Euclid Park-Hacienda Del Mar,1525 Euclid St,Santa Monica,90404,http://www.smgov.net/Departments/CCS/content.aspx?id=31695,34.021777,-118.484441,712190,Nature Parks and Other Similar Institutions,2787,POLYGON,OWNED_POLYGON,False,False,False,06037701702,Other,0.0,False,7.278,Ladera Heights,76,24.644736842105264,18.52,32.275862068965516,29,10.448275862068966,0,False,True,True,2787.0,,clean
zzy-222@5z5-3rn-rhq,,sg:7ad32ab61d1c358cac536899a62b6ea7,,Steelhead Park,Steelhead Park,Los Angeles,90039,,34.086725,-118.229122,712190,Nature Parks and Other Similar Institutions,79,POLYGON,OWNED_POLYGON,False,False,False,06037197200,Other,1.0,True,0.391,Cypress Park,80,22.55,18.48,31.96551724137931,0,,0,False,True,True,79.0,under 0.2 ha: a park fragment or a point feature,suspect
zzz-222@5z5-36k-v9f,,sg:e366c5c1ab6b4b898ebe6911114b32ff,,Verdugo Crestline Donation,Verdugo Crestline Donation,Los Angeles,91040,,34.247415,-118.305622,712190,Nature Parks and Other Similar Institutions,17765,POLYGON,OWNED_POLYGON,False,False,,06037101400,Other,1.0,True,7.075,Pacoima,78,19.705128205128204,18.44,26.586206896551722,2,9.0,0,False,True,True,17765.0,,clean
zzy-222@5z6-3rg-jd9,,sg:0b90a4eabef33d1295e0ce41288c93dc,,Sister Cities Parkette,15961 S Harvard Blvd,Gardena,90247,,33.88568,-118.307282,712190,Nature Parks and Other Similar Institutions,1031,POLYGON,OWNED_POLYGON,False,False,False,06037603301,Other,0.0,False,7.002,Paramount,83,22.97590361445783,18.423076923076923,38.827586206896555,0,,0,False,True,True,1031.0,under 0.2 ha: a park fragment or a point feature,suspect
zzy-222@5z4-rfh-649,222-222@5z4-rfh-649,sg:58674c96293c4df5b264e6b842079656,,Diamond Canyon Park,3385 S Brea Canyon Rd,Diamond Bar,91765,,33.96753,-117.847837,712190,Nature Parks and Other Similar Institutions,71,POLYGON,OWNED_POLYGON,False,False,False,06037403325,Other,0.0,False,11.548,Whittier,37,16.45945945945946,18.42105263157895,,28,9.535714285714286,0,False,True,True,71.0,under 0.2 ha: a park fragment or a point feature,suspect
222-227@5z4-zfc-xyv,,sg:5533151bf5713080b9022ddb64b94583,,Balboa Park,17015 Burbank Blvd,Encino,91316,,34.173615,-118.503018,712190,Nature Parks and Other Similar Institutions,1887,POLYGON,OWNED_POLYGON,False,False,False,06037980024,Other,1.0,True,8.218,Pacoima,71,26.732394366197184,18.346153846153847,41.06896551724138,0,,0,False,True,True,1887.0,under 0.2 ha: a park fragment or a point feature,suspect
zzy-222@5z4-x5s-yn5,,sg:ef848cfee8e53a07a6f06abe2440cf1f,,Big Rock Creek Wildlife Sanctuary,Big Rock Creek Wildlife Sanctuary,Palmdale,93591,,34.612541,-117.920762,712190,Nature Parks and Other Similar Institutions,650935,POLYGON,OWNED_POLYGON,False,False,,06037911100,70+ Latino,0.0,False,37.077,Pacoima,76,25.973684210526315,18.32,40.3448275862069,29,11.655172413793103,0,True,True,True,650935.0,,clean
22p-222@5z6-43g-qs5,,sg:6b58db17128f3d7cb74724a581508a23,,Horny Corner Beach,57 Bay Shore Ave,Long Beach,90803,,33.755017,-118.132457,712190,Nature Parks and Other Similar Institutions,135,POLYGON,OWNED_POLYGON,False,False,False,06037577300,Other,0.0,False,9.685,Paramount,78,21.641025641025642,18.291666666666668,26.82758620689655,31,16.903225806451612,0,False,True,True,135.0,under 0.2 ha: a park fragment or a point feature,suspect
222-226@5xq-49b-9cq,,sg:253b3adda6223443981ea0cb2eebe893,,Leo Carrillo State Beach,Leo Carrillo State Beach,Malibu,90265,,34.040435,-118.892608,712190,Nature Parks and Other Similar Institutions,85446,POLYGON,OWNED_POLYGON,False,False,True,06037800406,70+ NL White,0.0,False,30.491,Ladera Heights,32,16.3125,18.27777777777778,,0,,0,True,True,True,85446.0,,clean
zzz-222@5z5-36c-cnq,,sg:44b9fac0d5f14fedb06b87f22bb7de5f,,Tujunga Infiltration Galleries,Big Tujunga Canyon Road North Of Mount Gleas,Los Angeles,91042,,34.282474,-118.292287,712190,Nature Parks and Other Similar Institutions,191735,POLYGON,OWNED_POLYGON,False,False,,06037980026,Other,0.9986,True,7.621,Pacoima,85,22.28235294117647,18.24,31.586206896551722,22,7.590909090909091,0,True,True,True,191735.0,,clean
zzz-222@5z4-rq2-yjv,,sg:a8ca23783b0345f5adf487c60b5cb387,,College Park,College Park,Claremont,91711,http://www.claremontlittleleague.org/,34.093327,-117.711223,712190,Nature Parks and Other Similar Institutions,31660,POLYGON,OWNED_POLYGON,False,False,True,06037402002,Other,0.0,False,21.287,Whittier,108,20.23148148148148,18.24,36.93103448275862,7,7.142857142857143,0,True,True,True,31660.0,,clean
zzz-222@5xq-49d-pjv,,sg:d612665296ad447d986c6f25f20279bb,,Lechuza Beach,Lechuza Beach,Malibu,90265,,34.03638,-118.867837,712190,Nature Parks and Other Similar Institutions,16445,POLYGON,OWNED_POLYGON,False,False,,06037800406,70+ NL White,0.0,False,29.05,Ladera Heights,84,23.821428571428573,18.16,33.13793103448276,35,10.914285714285715,0,False,True,True,16445.0,,clean
237-222@5z6-3gs-nnq,,sg:5411cb378a4134348366ed216bbe5d5a,,Mathews Parkette,Mathews Parkette,Redondo Beach,90278,,33.874139,-118.377614,712190,Nature Parks and Other Similar Institutions,232,POLYGON,OWNED_POLYGON,False,False,False,06037620522,Other,0.0,False,7.929,Ladera Heights,92,20.08695652173913,18.12,31.03448275862069,30,10.0,0,False,True,True,232.0,under 0.2 ha: a park fragment or a point feature,suspect
zzz-222@5z4-z5v-rff,,sg:c6e1e5ee406e4c52adf609a265d48ab8,,Canyon Oaks Open Space Access,Canyon Oaks Open Space Access,Topanga,90290,,34.124595,-118.602269,712190,Nature Parks and Other Similar Institutions,2233,POLYGON,OWNED_POLYGON,False,False,,06037800103,Other,0.0002,False,14.436,Pacoima,80,19.9375,18.08,26.79310344827586,21,8.380952380952381,0,False,True,True,2233.0,,clean
zzz-223@5z6-3rq-hh5,,sg:02db30bd81bc48b899351438a0d6cf15,,Vernon Hemingway Park,Vernon Hemingway Park,Carson,90248,http://www.recreationparks.net/CA/los-angeles/vernon-hemingway-memorial-park-carson,33.880904,-118.262111,712190,Nature Parks and Other Similar Institutions,66002,POLYGON,OWNED_POLYGON,False,False,True,06037543100,Other,0.0,False,4.438,Paramount,80,26.2125,18.041666666666668,43.827586206896555,24,9.125,0,True,True,True,66002.0,,clean
zzz-222@5z4-x7d-j35,,sg:88b97c6edb8c45b9bf81b6d6096e02d8,,Mattie M Primmer Park,Mattie M Primmer Park,Sun Village,93543,,34.54202,-117.958643,712190,Nature Parks and Other Similar Institutions,12323,POLYGON,OWNED_POLYGON,False,False,,06037910002,70+ Latino,0.0,False,32.426,Pacoima,80,20.4875,18.0,29.482758620689655,15,8.533333333333333,0,False,True,True,12323.0,,clean
225-222@5z4-n3w-hnq,,sg:30ed5112b2793f9a8a2ac6ec4b9c753a,,Thompson Creek trail,390 Armstrong Dr,Claremont,91711,,34.129181,-117.719795,712190,Nature Parks and Other Similar Institutions,431,POLYGON,OWNED_POLYGON,False,False,False,06037400206,Other,0.0,False,22.004,Whittier,80,22.225,17.925925925925927,32.37931034482759,7,8.285714285714286,0,False,True,True,431.0,under 0.2 ha: a park fragment or a point feature,suspect
zzy-222@5z5-3nz-w6k,,sg:b3c8730be4de3e408243f6f274529ebb,,Ferndell Griffith Park,Griffith Park Los Angeles Ca 90068 United States,Los Angeles,90068,,34.136541,-118.294177,712190,Nature Parks and Other Similar Institutions,1236,POLYGON,SHARED_POLYGON,True,False,,06037980009,Other,0.9988,True,5.46,Cypress Park,47,16.0,17.894736842105264,,0,,0,False,True,True,1236.0,synthetic polygon; under 0.2 ha: a park fragment or a point feature,suspect
zzz-222@5z4-zd9-dvz,,sg:3a1271e4cc3a43cbabe3a764f15e01e5,,Larry Maxam Park,Larry Maxam Park,Burbank,91505,,34.188957,-118.352356,712190,Nature Parks and Other Similar Institutions,20947,POLYGON,OWNED_POLYGON,False,False,True,06037311100,Other,0.0029,False,7.19,Pacoima,91,23.747252747252748,17.884615384615383,30.75862068965517,34,10.852941176470589,1,True,True,True,20947.0,,clean
zzz-222@5z4-rqc-8jv,,sg:d38e133e607943abb3bd0394c7597a6c,,Stardust Park,Stardust Park,Diamond Bar,91765,,33.997401,-117.794127,712190,Nature Parks and Other Similar Institutions,3974,POLYGON,OWNED_POLYGON,False,False,,06037403320,Other,0.0,False,14.79,Whittier,100,16.97,17.875,25.82758620689655,30,11.233333333333333,0,False,True,True,3974.0,,clean
zzy-222@5z4-rp2-dy9,,sg:6aad8d49d8e3379da4143808923c7941,,San Dimas Skate Park,225 S Cataract Ave,San Dimas,91773,,34.105521,-117.812235,712190,Nature Parks and Other Similar Institutions,125,POLYGON,OWNED_POLYGON,False,False,False,06037401311,Other,0.0,False,16.679,Whittier,81,21.271604938271604,17.869565217391305,37.172413793103445,11,7.2727272727272725,0,False,True,True,125.0,under 0.2 ha: a park fragment or a point feature,suspect
zzy-224@5z6-3gq-789,,sg:c2264d0cea1c38858dc8b619d57519f6,,Redondo Beach Bike Trail,Redondo Beach Trl,Redondo Beach,90278,,33.873096,-118.366136,712190,Nature Parks and Other Similar Institutions,655,POLYGON,OWNED_POLYGON,False,False,False,06037620521,Other,0.0,False,7.963,Ladera Heights,57,23.210526315789473,17.84,27.96551724137931,0,,0,False,True,True,655.0,under 0.2 ha: a park fragment or a point feature,suspect
22g-223@5z6-43p-9cq,,sg:a23e88fb7cbb35d4bb70e6712c8c4807,,Long Beach Peninsula,72nd Pl,Long Beach,90803,,33.745001,-118.117411,712190,Nature Parks and Other Similar Institutions,1236,POLYGON,SHARED_POLYGON,True,False,,06037577504,70+ NL White,0.0,False,10.63,Paramount,34,32.64705882352941,17.833333333333332,35.82142857142857,0,,0,False,True,True,1236.0,synthetic polygon; under 0.2 ha: a park fragment or a point feature,suspect
zzw-222@5z5-34k-mff,,sg:03e3fd41dbfb4c4fbcd07433dcececda,,Tournament Park,1200 E California Blvd,Pasadena,91126,,34.133056,-118.126361,712190,Nature Parks and Other Similar Institutions,25398,POLYGON,OWNED_POLYGON,False,False,True,06037463500,Other,0.0,False,6.594,Cypress Park,99,20.19191919191919,17.82608695652174,31.413793103448278,29,12.206896551724139,0,True,True,True,25398.0,,clean
zzz-222@5z5-3p4-5pv,,sg:ea68eca0ac954571a649203ba7aa61e3,,North Atwater Park,3900 Chevy Chase Dr,Los Angeles,90039,,34.132787,-118.272129,712190,Nature Parks and Other Similar Institutions,21701,POLYGON,OWNED_POLYGON,False,False,False,06037188100,Other,0.9975,True,4.41,Cypress Park,92,22.206521739130434,17.814814814814813,38.03448275862069,24,8.041666666666666,0,True,True,True,21701.0,,clean
zzy-224@5z5-3pp-yjv,zzw-222@5z5-3ph-m6k,sg:f9ec001fcf353f92ba35e708772aa215,,Northside Loop,5400 Griffith Park Dr,Los Angeles,90027,,34.146673,-118.289168,712190,Nature Parks and Other Similar Institutions,75,POLYGON,OWNED_POLYGON,False,False,False,06037980009,Other,0.9988,True,5.77,Cypress Park,34,21.470588235294116,17.8,22.103448275862068,0,,0,False,True,True,75.0,under 0.2 ha: a park fragment or a point feature,suspect
zzz-222@5z4-zf5-2tv,,sg:12d158a4a372496fb85e3a7e786c601c,,Mountains Restoration Trust Parkland,Mountains Restoration Trust Parkland,Agoura Hills,90290,,34.108744,-118.441185,712190,Nature Parks and Other Similar Institutions,421495,POLYGON,OWNED_POLYGON,False,False,False,06037261200,70+ NL White,1.0,True,9.422,Ladera Heights,98,20.959183673469386,17.77777777777778,35.0,22,8.409090909090908,0,True,True,True,421495.0,,clean
zzy-222@5z4-zj5-fvf,,sg:5b1b8661276f35b096e3d3605b92c627,,Porter Ranch Park,20074 Sesnon Blvd,Los Angeles,91326,,34.29331,-118.570339,712190,Nature Parks and Other Similar Institutions,75,POLYGON,OWNED_POLYGON,False,False,False,06037108204,Other,1.0,True,8.387,Pacoima,76,22.43421052631579,17.772727272727273,26.379310344827587,29,11.482758620689655,0,False,True,True,75.0,under 0.2 ha: a park fragment or a point feature,suspect
zzy-222@5z4-zqf-ffz,,sg:5860e5c54bd34902917998b8cf898868,,Point Dume State Beach,7103 Westward Beach Rd,Malibu,90265,,34.003818,-118.808433,712190,Nature Parks and Other Similar Institutions,301,POLYGON,OWNED_POLYGON,False,False,False,06037800412,70+ NL White,0.0,False,25.484,Ladera Heights,74,28.364864864864863,17.76923076923077,49.172413793103445,12,9.416666666666666,0,False,True,True,301.0,under 0.2 ha: a park fragment or a point feature,suspect
zzz-222@5z5-3qj-nnq,,sg:911982bcd20b4c8da14fd3052a5e5536,,Glenoaks Park,Glenoaks Park,Glendale,91206,,34.152078,-118.209648,712190,Nature Parks and Other Similar Institutions,6899,POLYGON,OWNED_POLYGON,False,False,,06037300902,70+ NL White,0.0035,False,4.864,Cypress Park,75,20.14666666666667,17.73913043478261,28.344827586206897,21,9.428571428571429,0,False,True,True,6899.0,,clean
zzy-222@5z6-3ds-p5f,,sg:2b3891b0f69431dc940b47db74c5f85a,,Frog Pond Park,Palos Verdes Dr E,Rancho Palos Verdes,90275,,33.744554,-118.325283,712190,Nature Parks and Other Similar Institutions,1236,POLYGON,OWNED_POLYGON,True,False,,06037670702,Other,0.0016,False,12.77,Paramount,74,17.972972972972972,17.73913043478261,21.896551724137932,25,13.56,0,False,True,True,1236.0,synthetic polygon; under 0.2 ha: a park fragment or a point feature,suspect
222-225@5z4-zvv-94v,,sg:ee6ea707bf693b49967eab534c5e81d7,,Kenneth Hahn Upper Park,4100 S La Cienega Blvd,Los Angeles,90056,,34.006571,-118.362064,712190,Nature Parks and Other Similar Institutions,194,POLYGON,OWNED_POLYGON,False,False,False,06037980038,Unclassified,1.0,True,1.265,Ladera Heights,40,15.675,17.705882352941178,,16,7.6875,0,False,True,True,194.0,under 0.2 ha: a park fragment or a point feature,suspect
zzy-227@5z4-zr8-gkz,,sg:07053aac5d113b8c9d32474128c4d007,,Sara Wan Trailhead,25623 Pacific Coast Hwy,Malibu,90265,,34.033759,-118.735029,712190,Nature Parks and Other Similar Institutions,297,POLYGON,SHARED_POLYGON,False,False,False,06037800410,Other,0.0,False,21.484,Ladera Heights,35,20.62857142857143,17.666666666666668,21.24137931034483,0,,0,False,True,True,297.0,under 0.2 ha: a park fragment or a point feature,suspect
zzy-225@5z4-zts-y7q,,sg:1c0bccffc760340ea4d8b079ab8b85b3,,Stewart Street Park,1819 Stewart St,Santa Monica,90404,http://www.smgov.net/Departments/CCS/content.aspx?id=32770,34.027905,-118.464892,712190,Nature Parks and Other Similar Institutions,345,POLYGON,OWNED_POLYGON,False,False,False,06037701801,Other,0.0037,False,6.396,Ladera Heights,50,17.8,17.666666666666668,21.5,14,10.071428571428571,0,False,True,True,345.0,under 0.2 ha: a park fragment or a point feature,suspect
22k-222@5z5-3sg-8d9,,sg:9800207c2b624cd3bb85fd61ab80e8a6,,Options Head Start Cdc - Memorial Park,328 N Orange Pl,Azusa,91702,,34.126882,-117.914002,712190,Nature Parks and Other Similar Institutions,68,POLYGON,OWNED_POLYGON,False,False,False,06037404401,70+ Latino,0.0,False,13.59,Whittier,82,23.109756097560975,17.6,34.62068965517241,22,9.227272727272727,0,False,True,True,68.0,under 0.2 ha: a park fragment or a point feature,suspect
zzz-222@5z4-rqs-vcq,,sg:af288777fcdd4a518c358ef19ea732d0,,Washington Park,Washington Park,Diamond Bar,91789,,34.006647,-117.841883,712190,Nature Parks and Other Similar Institutions,1411,POLYGON,OWNED_POLYGON,False,False,False,06037403328,Other,0.0,False,12.224,Whittier,85,28.48235294117647,17.56,48.758620689655174,28,9.892857142857142,0,False,True,True,1411.0,under 0.2 ha: a park fragment or a point feature,suspect
zzy-222@5z4-z7y-st9,,sg:d27a3501c8c43f029fcacbf01c1aae6b,,Westlake Field Complex,31107 E Thousand Oaks Blvd,Westlake Village,91362,,34.158039,-118.801433,712190,Nature Parks and Other Similar Institutions,1236,POLYGON,OWNED_POLYGON,True,False,,06037800338,Other,0.0,False,22.926,Pacoima,79,24.303797468354432,17.56,33.06896551724138,23,11.73913043478261,0,False,True,True,1236.0,synthetic polygon; under 0.2 ha: a park fragment or a point feature,suspect
zzz-222@5z6-3z4-p35,,sg:9f1f43e50386369cbdf39bfb2afef28e,1702707,Upper Beach,Upper Beach,Rancho Palos Verdes,90275,,33.73873,-118.393742,712190,Nature Parks and Other Similar Institutions,30902,POLYGON,OWNED_POLYGON,True,False,,06037670604,Other,0.0,False,15.807,Paramount,122,21.688524590163933,17.51851851851852,43.689655172413794,32,12.53125,0,True,True,True,30902.0,shared default 30902 m2 polygon; synthetic polygon,suspect
zzy-224@5z4-rg8-4sq,,sg:b67ce84703ab390695f2ac94f61aa4b2,,Shabarum Trail,Shabarum Trl,Walnut,91789,,34.004731,-117.868354,712190,Nature Parks and Other Similar Institutions,327,POLYGON,OWNED_POLYGON,False,False,False,06037403401,Other,0.0,False,10.721,Whittier,52,19.48076923076923,17.5,21.310344827586206,0,,0,False,True,True,327.0,under 0.2 ha: a park fragment or a point feature,suspect
zzz-222@5z5-395-kj9,,sg:a689c5c7357b4110ac5c8b126271f7b6,,Oakmont View Park,Oakmont View Park,Glendale,91208,http://oakmontviewpark.placeweb.site,34.200117,-118.243295,712190,Nature Parks and Other Similar Institutions,4198,POLYGON,OWNED_POLYGON,False,False,,06037300701,70+ NL White,0.0,False,8.183,Cypress Park,76,17.93421052631579,17.375,22.862068965517242,6,7.666666666666667,0,False,True,True,4198.0,,clean
zzy-222@5z4-v9j-9mk,,sg:41ef582819ce4d09aca306f7f181f96f,,Tesoro Adobe Historic Park,Tesoro Adobe Historic Park,Valencia,91354,,34.473378,-118.556254,712190,Nature Parks and Other Similar Institutions,9126,POLYGON,OWNED_POLYGON,False,False,False,06037920120,Other,0.0,False,15.685,Pacoima,76,26.5,17.36,44.41379310344828,30,15.566666666666666,0,False,True,True,9126.0,,clean
zzw-222@5z4-z8k-vvf,,sg:acee7d444d0e4e6bb51c4f206b5c9faf,,Las Virgenes Canyon,5952 Las Virgenes Rd,Calabasas,91302,,34.166999,-118.701432,712190,Nature Parks and Other Similar Institutions,707,POLYGON,OWNED_POLYGON,False,False,False,06037800205,Other,0.0,False,17.412,Pacoima,77,18.16883116883117,17.36,22.482758620689655,8,11.625,0,False,True,True,707.0,under 0.2 ha: a park fragment or a point feature,suspect
zzz-222@5z6-3h5-54v,,sg:4d3c27ffd552451cb930752eca0e0feb,,Candy Cane Park,Candy Cane Park,El Segundo,90245,,33.917092,-118.420345,712190,Nature Parks and Other Similar Institutions,211,POLYGON,OWNED_POLYGON,False,False,False,06037620102,Other,0.0004,False,5.889,Ladera Heights,76,19.42105263157895,17.166666666666668,25.379310344827587,7,7.142857142857143,0,False,True,True,211.0,under 0.2 ha: a park fragment or a point feature,suspect
zzy-225@5z6-3yh-y35,,sg:15648d37efd83b2a8c31a4371ab41205,,Colinita Trails,Palos Verdes Dr,Rancho Palos Verdes,90275,,33.736436,-118.330805,712190,Nature Parks and Other Similar Institutions,246,POLYGON,OWNED_POLYGON,False,False,False,06037670702,Other,0.0016,False,13.406,Paramount,66,15.424242424242424,17.1,18.17241379310345,0,,0,False,True,True,246.0,under 0.2 ha: a park fragment or a point feature,suspect
zzz-222@5z4-n3z-kj9,,sg:65767f64298f49b0bd30d6e53dcf2a42,,Padua Avenue Park,Padua Avenue Park,Claremont,91711,,34.14382,-117.696432,712190,Nature Parks and Other Similar Institutions,70886,POLYGON,OWNED_POLYGON,False,False,True,06037400205,Other,0.0,False,23.67,Whittier,73,19.45205479452055,17.04,24.93103448275862,6,8.666666666666666,0,True,True,True,70886.0,,clean
zzz-222@5z5-352-9mk,,sg:44069fab4d804cdf9c418021b478ca79,,Linda Vista Park,1236 Linda Vista Ave,Pasadena,91103,,34.169005,-118.177748,712190,Nature Parks and Other Similar Institutions,8179,POLYGON,OWNED_POLYGON,False,False,False,06037460800,Other,0.0018,False,6.528,Cypress Park,72,23.305555555555557,17.0,33.13793103448276,21,11.952380952380953,0,False,True,True,8179.0,,clean
zzz-222@5z5-3pg-zxq,,sg:6b3a925ddfa64cad9d93374da4bc6017,,Griffith Manor Park,Griffith Manor Park,Glendale,91201,,34.164629,-118.292467,712190,Nature Parks and Other Similar Institutions,11348,POLYGON,OWNED_POLYGON,False,False,True,06037301601,70+ NL White,0.0045,False,6.872,Cypress Park,78,22.166666666666668,17.0,28.20689655172414,28,13.25,0,False,True,True,11348.0,,clean
225-22m@5z5-3qv-p35,zzw-222@5z5-3qv-7wk,sg:3b31e697d3973d0191d13d28a389729c,,Alumni Park,3570 Trousdale Pkwy,Los Angeles,90089,http://www.usc.edu,34.02044,-118.284653,712190,Nature Parks and Other Similar Institutions,1236,POLYGON,OWNED_POLYGON,True,False,,06037222700,Other,1.0,True,2.263,Fashion District,45,25.755555555555556,17.0,26.16,0,,0,False,True,True,1236.0,synthetic polygon; under 0.2 ha: a park fragment or a point feature,suspect
