PLACEKEY,PARENT_PLACEKEY,SAFEGRAPH_PLACE_ID,STORE_ID,LOCATION_NAME,STREET_ADDRESS,CITY,POSTAL_CODE,WEBSITE,LATITUDE,LONGITUDE,NAICS_CODE,SUB_CATEGORY,WKT_AREA_SQ_METERS,GEOMETRY_TYPE,POLYGON_CLASS,IS_SYNTHETIC,ENCLOSED,INCLUDES_PARKING_LOT,GEOID,nbhd_class,share_in_city,in_city_la,miles_to_raid,nearest_site,veraset_days_2025,mean_visits_2025,mean_daily_visits_pre,mean_daily_visits_post,veraset_days_2024,mean_visits_2024,advan_venues_inside,in_la_parks_geojson,has_polygon,has_visit_data,area_m2,suspect_reason,quality_tier
zzy-223@5z4-z9f-6rk,,sg:f26ccdd3c96c32049f3e3de05e692ae8,SAMO,Santa Monica Mountains National Recreation Area,Santa Monica Mountains National Recreation Area,Agoura Hills,91301,,34.083533,-118.705033,712190,Nature Parks and Other Similar Institutions,622320495,POLYGON,OWNED_POLYGON,False,False,,06037800335,70+ NL White,0.0,False,20.608,Ladera Heights,126,17648.190476190477,20271.428571428572,37982.65517241379,57,5800.403508771929,0,False,True,True,622320495.0,over 50 km2: swallows unrelated POIs in containment,suspect
zzz-222@5z6-3pr-7h5,,sg:56e8d8ddb20f4f2ea2acf42a59356759,,Algin Sutton Recreation Center,8800 S Hoover St,Los Angeles,90044,,33.95722,-118.286445,712190,Nature Parks and Other Similar Institutions,66606,POLYGON,OWNED_POLYGON,False,False,True,06037240301,Other,1.0,True,4.694,Huntington Park,126,10292.444444444445,20179.321428571428,21172.137931034482,57,198.8421052631579,1,True,True,True,66606.0,,clean
zzz-223@5z5-3p6-kvf,,sg:65f52d010f474ba9ad611de640f03b9f,,Echo Park,751 Echo Park Ave,Los Angeles,90026,https://wheelfunrentals.com/ca/los-angeles/echo-park/,34.073313,-118.259992,712190,Nature Parks and Other Similar Institutions,114951,POLYGON,OWNED_POLYGON,False,False,True,06037197500,Other,1.0,True,1.376,Westlake,126,9300.214285714286,15113.0,18629.758620689656,57,778.0701754385965,1,True,True,True,114951.0,,clean
zzz-222@5z6-3qb-6zf,,sg:0ba50d5c61134cdf877950c6f58ea189,,Saint Andrews Recreation Center,8701 S St Andrews Pl,Los Angeles,90047,,33.958276,-118.311689,712190,Nature Parks and Other Similar Institutions,34705,POLYGON,OWNED_POLYGON,False,False,True,06037238400,Other,0.9998,True,3.644,Ladera Heights,126,8314.07142857143,14922.857142857143,17277.58620689655,57,292.9824561403509,0,True,True,True,34705.0,,clean
zzz-222@5z6-3r6-2x5,,sg:555c621d22e341888e579aaad3f3cb1c,,Franklin D Roosevelt Park,Franklin D Roosevelt Park,Roosevelt Park,90001,,33.970251,-118.242064,712190,Nature Parks and Other Similar Institutions,98503,POLYGON,OWNED_POLYGON,False,False,True,06037534900,70+ Latino,0.0,False,2.063,Huntington Park,126,5741.706349206349,12250.07142857143,10215.965517241379,56,58.67857142857143,0,True,True,True,98503.0,,clean
zzy-224@5z6-3qz-xnq,,sg:ee9792011a7c32c8b2709bc985934e82,,Central Avenue Jazz Park,4222 S Central Ave,Los Angeles,90011,,34.006943,-118.256202,712190,Nature Parks and Other Similar Institutions,191,POLYGON,SHARED_POLYGON,False,False,False,06037228210,70+ Latino,1.0,True,1.813,Warehouse District,35,8102.2,10440.833333333334,7618.3448275862065,11,8.090909090909092,0,False,True,True,191.0,under 0.2 ha: a park fragment or a point feature,suspect
zzz-222@5z4-zc9-kzz,,sg:db1d7ee3e6974a6ab35f8cb54e6ef3bd,,Van Nuys Recreation Center,14301 Vanowen Ave,Los Angeles,91405,,34.194535,-118.444963,712190,Nature Parks and Other Similar Institutions,15757,POLYGON,OWNED_POLYGON,False,False,True,06037127910,70+ Latino,1.0,True,5.585,Pacoima,126,4482.0,8936.57142857143,7323.3448275862065,51,411.29411764705884,0,False,True,True,15757.0,,clean
zzz-222@5z6-3nk-vmk,,sg:2025e90b982f4670adda99b4afbd5ae6,,Houghton Park,Houghton Park,Long Beach,90805,,33.869047,-118.183758,712190,Nature Parks and Other Similar Institutions,106678,POLYGON,OWNED_POLYGON,False,False,True,06037570504,Other,0.0,False,1.323,Paramount,126,4934.119047619048,7687.0,11108.48275862069,57,316.56140350877195,1,True,True,True,106678.0,,clean
zzy-222@5z5-3pp-fvf,,sg:904895ac0bda46c4ad0d80b7d417871a,,Griffith Park,4730 Crystal Springs Dr,Los Angeles,90027,,34.136544,-118.294203,712190,Nature Parks and Other Similar Institutions,17358043,POLYGON,OWNED_POLYGON,False,False,True,06037980009,Other,0.9988,True,5.461,Cypress Park,126,6258.833333333333,6865.571428571428,14689.206896551725,1,5.0,42,True,True,True,17358043.0,,clean
zzz-222@5z5-3qq-rc5,,sg:30e16354282e484aa7c3739c3ae0ef05,,Queen Anne Recreation Center,1240 West Blvd,Los Angeles,90019,,34.050211,-118.332818,712190,Nature Parks and Other Similar Institutions,21172,POLYGON,OWNED_POLYGON,False,False,True,06037212800,Other,1.0,True,3.502,Westlake,126,3883.7698412698414,6778.071428571428,7046.137931034483,57,325.49122807017545,0,True,True,True,21172.0,,clean
zzz-222@5z6-3q7-gzf,,sg:bf117a83feab4173843e1949c43d8d09,,Julian C Dixon Park,4800 S Hoover St,Los Angeles,90037,https://www.laparks.org/park/julian-c-dixon,33.999252,-118.286791,712190,Nature Parks and Other Similar Institutions,3888,POLYGON,OWNED_POLYGON,False,False,,06037232120,70+ Latino,1.0,True,3.266,Fashion District,126,4009.8571428571427,6776.857142857143,7881.620689655172,52,269.4230769230769,0,False,True,True,3888.0,,clean
zzz-222@5z5-3py-tgk,,sg:49294bf0ef7749f0a25bc7a4ff5aed83,,Yosemite Recreation Center,1840 Yosemite Dr,Los Angeles,90041,,34.133327,-118.207244,712190,Nature Parks and Other Similar Institutions,40483,POLYGON,OWNED_POLYGON,False,False,True,06037181600,Other,1.0,True,3.629,Cypress Park,126,3937.436507936508,6427.785714285715,7244.0,57,199.9298245614035,0,True,True,True,40483.0,,clean
zzz-222@5z4-zxj-nbk,zzw-222@5z6-3h9-tsq,sg:6e5c8e1ffa74462a97387b4744aab99e,,Carl E Nielsen Youth Park,Carl East Nielsen Youth Park,Los Angeles,90045,http://www.recreationparks.net/CA/los-angeles/carl-e-nielsen-youth-park-los-angeles,33.955609,-118.388988,712190,Nature Parks and Other Similar Institutions,33059,POLYGON,OWNED_POLYGON,False,True,True,06037980028,Unclassified,0.9988,True,2.678,Ladera Heights,126,4075.1984126984125,6416.571428571428,6964.827586206897,53,96.81132075471699,0,True,True,True,33059.0,,clean
zzz-222@5z4-n3y-87q,,sg:047c538ef8a449d284b7ee901b5dec26,,Sycamore Canyon Park,Sycamore Canyon Park,Claremont,91711,,34.136307,-117.725774,712190,Nature Parks and Other Similar Institutions,4741,POLYGON,OWNED_POLYGON,False,False,,06037400205,Other,0.0,False,21.971,Whittier,126,3960.5,6315.392857142857,7701.724137931034,49,401.2040816326531,0,False,True,True,4741.0,,clean
zzz-222@5z5-3rj-94v,,sg:4fd9c9772566460e831f4ece75adcdca,,State Street Recreation Center,716 N State St,Los Angeles,90033,http://www.laparks.org,34.053006,-118.212808,712190,Nature Parks and Other Similar Institutions,10591,POLYGON,OWNED_POLYGON,False,False,,06037203602,70+ Latino,1.0,True,2.156,Cypress Park,126,3407.9920634920636,6253.178571428572,5249.758620689655,57,338.4035087719298,0,False,True,True,10591.0,,clean
zzz-222@5z5-3k8-6ff,,sg:5caa5058db534c43ad8eb661e1681cb2,,City Terrace Park,City Terrace Park,East Los Angeles,90063,,34.049529,-118.17829,712190,Nature Parks and Other Similar Institutions,62500,POLYGON,OWNED_POLYGON,False,False,True,06037530902,70+ Latino,0.0,False,3.492,Cypress Park,126,4480.912698412699,6203.607142857143,12370.241379310344,54,364.05555555555554,0,True,True,True,62500.0,,clean
zzz-222@5z5-3mc-8y9,,sg:18a66acf43f840e389ef4d8e323464f8,,William A Smith Park,A Smith Park,Pico Rivera,90660,,33.990443,-118.089817,712190,Nature Parks and Other Similar Institutions,66690,POLYGON,OWNED_POLYGON,False,False,True,06037500800,70+ Latino,0.0,False,2.897,Whittier,126,3801.8571428571427,6085.5,5979.0,52,561.2307692307693,0,True,True,True,66690.0,,clean
zzz-222@5z6-3pz-dd9,,sg:0ce6c352a5c04c958b42eea0f48419ee,,William Nickerson Gardens Recreation Center,11251 Compton Ave,Los Angeles,90059,,33.932389,-118.247077,712190,Nature Parks and Other Similar Institutions,19160,POLYGON,OWNED_POLYGON,False,False,False,06037242600,Other,1.0,True,4.347,Huntington Park,126,3845.4285714285716,5996.428571428572,8689.862068965518,57,248.03508771929825,0,False,True,True,19160.0,,clean
zzz-222@5z5-3m4-g6k,,sg:5644f31581a044338e4147fc11e95123,,Zapopan Park,Zapopan Park,Rosemead,91770,,34.064383,-118.086285,712190,Nature Parks and Other Similar Institutions,27374,POLYGON,OWNED_POLYGON,False,False,True,06037482401,Other,0.0,False,7.165,Whittier,126,3968.2936507936506,5972.571428571428,8230.551724137931,56,326.26785714285717,0,True,True,True,27374.0,,clean
zzz-222@5z5-3rs-54v,,sg:b82a8a98f91f43c08ba82b816d8beb4d,,1St And Broadway Civic Center Park,217 W 1st St,Los Angeles,90012,,34.053752,-118.245203,712190,Nature Parks and Other Similar Institutions,7945,POLYGON,OWNED_POLYGON,False,False,False,06037207400,Other,1.0,True,1.334,Fashion District,126,2459.0238095238096,5840.642857142857,3501.448275862069,44,255.9090909090909,0,False,True,True,7945.0,,clean
zzz-222@5z5-38b-gkz,,sg:2ecaf97f28b34f92afc9eacd50cc9f8e,,City Of Glendale Verdugo Mountains Open Space,City Of Glendale Verdugo Mountains Open Space,Glendale,91202,,34.200138,-118.261856,712190,Nature Parks and Other Similar Institutions,9614348,POLYGON,OWNED_POLYGON,False,False,False,06037300702,70+ NL White,0.0,False,8.392,Cypress Park,126,3602.8333333333335,5714.571428571428,7344.793103448276,57,395.82456140350877,0,True,True,True,9614348.0,,clean
zzz-222@5z5-3k2-ckf,,sg:b6cb93b9dfb84d38953fc25160bc93b3,,El Sereno Recreation Center,4721 Klamath St,Los Angeles,90032,https://www.laparks.org/reccenter/el-sereno,34.076424,-118.181872,712190,Nature Parks and Other Similar Institutions,56398,POLYGON,OWNED_POLYGON,False,False,True,06037201401,70+ Latino,1.0,True,2.466,Cypress Park,126,3380.9603174603176,5714.357142857143,5768.172413793103,57,271.96491228070175,0,True,True,True,56398.0,,clean
zzz-222@5z4-zfc-3bk,,sg:0ec00cd6ca3d4e779685040ba05d0058,,Sepulveda Basin Recreation Area,Sepulveda Basin Recreation Area,Los Angeles,91436,,34.178174,-118.488366,712190,Nature Parks and Other Similar Institutions,6226748,POLYGON,OWNED_POLYGON,False,False,True,06037980024,Other,1.0,True,7.52,Pacoima,126,5227.658730158731,5636.464285714285,11819.48275862069,57,1237.6140350877192,8,True,True,True,6226748.0,,clean
zzz-222@5z6-3n5-8jv,,sg:7f66953b81c845b291784e45a4b9a465,,Heartwell Park,Heartwell Park,Long Beach,90808,,33.83087,-118.112134,712190,Nature Parks and Other Similar Institutions,652235,POLYGON,OWNED_POLYGON,False,False,True,06037573700,Other,0.0,False,5.767,Paramount,126,4225.18253968254,5613.75,8632.586206896553,57,683.8245614035088,5,True,True,True,652235.0,,clean
zzz-222@5z4-n3h-ygk,,sg:9b63533039254d08b5e5fda11e38a0cf,,Brodiaea Reserve,Brodiaea Reserve,Glendora,91741,,34.160773,-117.860125,712190,Nature Parks and Other Similar Institutions,1078850,POLYGON,OWNED_POLYGON,False,False,,06037400501,70+ NL White,0.0,False,17.312,Whittier,126,2793.3968253968255,5500.857142857143,5064.137931034483,55,55.96363636363636,1,True,True,True,1078850.0,,clean
zzz-222@5z4-rgv-4vz,,sg:ec0de8bd35414e4aa85b2818c4f5a005,,Adventure Park,Adventure Park,South Whittier,90605,http://Lacounty.info/,33.94278,-118.034805,712190,Nature Parks and Other Similar Institutions,59068,POLYGON,OWNED_POLYGON,False,False,True,06037503202,70+ Latino,0.0,False,1.765,Whittier,126,3782.3888888888887,5473.964285714285,7693.310344827586,57,326.05263157894734,0,True,True,True,59068.0,,clean
zzz-222@5z5-3vq-m6k,,sg:f25d0fcde8ab46f7b51f64a68162d805,,Zamora Park,Zamora Park,El Monte,91732,,34.072125,-118.011289,712190,Nature Parks and Other Similar Institutions,18126,POLYGON,OWNED_POLYGON,False,False,False,06037433305,70+ Latino,0.0,False,7.696,Whittier,126,3630.5793650793653,5365.928571428572,7687.551724137931,57,211.08771929824562,0,False,True,True,18126.0,,clean
zzz-222@5z5-3n8-hqz,,sg:6cbdbcc97fdf41be80c9d2d2343cce10,,Sycamore Canyon Open Space,Sycamore Canyon Open Space,Rose Hills,90601,,34.002649,-118.040494,712190,Nature Parks and Other Similar Institutions,721183,POLYGON,OWNED_POLYGON,False,False,,06037500300,Other,0.0,False,2.63,Whittier,126,3221.3968253968255,5194.428571428572,6411.586206896552,57,506.70175438596493,0,True,True,True,721183.0,,clean
zzz-222@5z6-3kw-99f,,sg:32e1e654f77643d3b75bed078939e801,,Brookshire Childrens Park,Brookshire Childrens Park,Downey,90242,https://www.walkscore.com/score/brookshire-square-downey,33.921172,-118.142084,712190,Nature Parks and Other Similar Institutions,4909,POLYGON,OWNED_POLYGON,False,False,,06037551203,70+ Latino,0.0,False,3.366,Paramount,126,3635.5396825396824,5012.035714285715,8666.034482758621,57,322.12280701754383,0,False,True,True,4909.0,,clean
zzz-222@5z5-38m-nbk,,sg:fbf6f00bd06943638790057d1cfd327b,,Tujunga Ponds Wildlife Sanctuary,Tujunga Ponds Wildlife Sanctuary,Los Angeles,91040,,34.268829,-118.34111,712190,Nature Parks and Other Similar Institutions,52121,POLYGON,OWNED_POLYGON,False,False,,06037980021,Other,1.0,True,4.822,Pacoima,126,2889.6984126984125,4992.535714285715,4636.689655172414,57,403.87719298245617,0,True,True,True,52121.0,,clean
zzz-222@5z4-rfy-dqf,,sg:b0b9c19f175842e8916ac90791c7769a,,Industry Hills Rec Center,Industry Hills Rec Center,Industry,91744,,34.025132,-117.935978,712190,Nature Parks and Other Similar Institutions,372482,POLYGON,OWNED_POLYGON,False,False,True,06037407802,70+ Latino,0.0,False,7.698,Whittier,126,3155.0238095238096,4742.571428571428,6600.0344827586205,56,222.25,0,True,True,True,372482.0,,clean
zzz-222@5z4-zvq-zpv,,sg:f51a9190c4e1428884dceb2e5da092a5,,Eleanor Green Roberts Aquatic Center,4526 W Pico Blvd,Los Angeles,90019,https://www.laparks.org/aquatic/year-round/eleanor-green-robert-aquatic,34.04819,-118.334528,712190,Nature Parks and Other Similar Institutions,3028,POLYGON,OWNED_POLYGON,False,False,False,06037217200,Other,1.0,True,3.618,Westlake,126,2377.0555555555557,4492.821428571428,4489.3448275862065,40,24.55,0,False,True,True,3028.0,,clean
zzz-222@5z5-3ms-mc5,,sg:25d30e3bc21e4fc6b423b00d48845933,,Atlantic Avenue Park,Atlantic Avenue Park,East Los Angeles,90022,,34.025251,-118.15523,712190,Nature Parks and Other Similar Institutions,7925,POLYGON,OWNED_POLYGON,False,False,,06037530301,70+ Latino,0.0,False,4.197,Huntington Park,126,2197.0555555555557,4243.5,4102.137931034483,50,86.36,0,False,True,True,7925.0,,clean
zzz-222@5z4-zd2-jjv,,sg:731da93eac63469183a06158d136137b,,Valley Plaza Park,12240 Archwood St,Los Angeles,91605,,34.19191,-118.400946,712190,Nature Parks and Other Similar Institutions,301843,POLYGON,OWNED_POLYGON,False,False,True,06037123301,Other,1.0,True,5.822,Pacoima,126,3299.563492063492,4033.214285714286,6757.6551724137935,56,728.7142857142857,3,True,True,True,301843.0,,clean
zzz-222@5z5-3mb-2rk,,sg:126b21a496a34a9c90d8eac6260f2070,,Bell Gardens Veterans Park,Bell Gardens Veterans Park,Bell Gardens,90201,http://www.bgrecreation.org/page/senior-center/bell-gardens-senior-center,33.967868,-118.1456,712190,Nature Parks and Other Similar Institutions,63668,POLYGON,OWNED_POLYGON,False,False,True,06037534001,70+ Latino,0.0,False,4.187,Huntington Park,126,2928.063492063492,3959.6071428571427,6293.827586206897,57,550.2982456140351,2,True,True,True,63668.0,,clean
zzw-222@5z5-3t6-wx5,,sg:12f261f0244c4857b8d637c8218aff8b,,South Hills Wilderness Park,701 E Mauna Loa Ave,Glendora,91740,,34.125109,-117.855748,712190,Nature Parks and Other Similar Institutions,1067274,POLYGON,OWNED_POLYGON,False,False,,06037401101,Other,0.0,False,15.645,Whittier,126,3178.9206349206347,3959.1071428571427,6565.724137931034,57,834.421052631579,90,True,True,True,1067274.0,,clean
zzz-222@5z4-zfy-nyv,,sg:972c49a3dbdf4e5896c3e3d8012f0494,,Franklin Canyon Park,Franklin Canyon Park,Beverly Hills,90210,,34.103056,-118.413153,712190,Nature Parks and Other Similar Institutions,2455973,POLYGON,OWNED_POLYGON,False,False,True,06037261104,70+ NL White,1.0,True,8.412,Ladera Heights,126,2082.785714285714,3911.035714285714,4068.4827586206898,57,357.140350877193,1,True,True,True,2455973.0,,clean
zzy-222@5z5-3jn-dqf,,sg:cbe58d908ef03c9fb470f467fddbffef,,Whittier Narrows Reservoir,Whittier Narrows Reservoir,Montebello,91733,,34.034621,-118.050754,712190,Nature Parks and Other Similar Institutions,9829151,POLYGON,OWNED_POLYGON,False,False,True,06037980036,Other,0.0,False,4.79,Whittier,126,3708.0873015873017,3907.035714285714,8253.172413793103,57,1301.5263157894738,27,True,True,True,9829151.0,,clean
zzz-222@5z4-zcr-zzz,,sg:3c3caac3d5584048bb19abe395973862,,Van Nuys Golf Course,Van Nuys Golf Course,Los Angeles,91406,,34.190289,-118.488652,712190,Nature Parks and Other Similar Institutions,227857,POLYGON,OWNED_POLYGON,False,False,True,06037127605,70+ Latino,1.0,True,6.805,Pacoima,126,3166.2380952380954,3880.6428571428573,6404.137931034483,57,618.8070175438596,1,True,True,True,227857.0,,clean
zzz-222@5z5-3r6-c89,,sg:9908da18151d4bd3809eed082a4f0e6a,,Franklin-Ivar Park,1900 Ivar Ave # 90028,Los Angeles,90068,,34.105688,-118.328549,712190,Nature Parks and Other Similar Institutions,3760,POLYGON,OWNED_POLYGON,False,False,,06037189600,Other,1.0,True,4.712,Westlake,126,2860.4841269841268,3804.6428571428573,5810.6551724137935,56,367.1607142857143,0,False,True,True,3760.0,,clean
zzz-222@5z5-3pz-fj9,,sg:761c22d04a7e41d99028bc9ceb475278,,Ernest E Debs Regional Park,4235 Monterey Rd,Los Angeles,90032,,34.091035,-118.193553,712190,Nature Parks and Other Similar Institutions,1289429,POLYGON,OWNED_POLYGON,False,False,True,06037199300,Other,1.0,True,1.85,Cypress Park,126,2790.7936507936506,3575.4285714285716,3968.551724137931,57,363.6666666666667,0,True,True,True,1289429.0,,clean
22n-222@5z6-3n6-m6k,,sg:afd62ca1e71e3a5199c2659df14479b7,,Whaley Park,Whaley Park,Long Beach,90815,,33.78763,-118.121883,712190,Nature Parks and Other Similar Institutions,55923,POLYGON,OWNED_POLYGON,False,False,True,06037574901,Other,0.0,False,7.84,Paramount,126,2717.2619047619046,3493.8214285714284,5446.241379310345,57,388.8070175438597,0,True,True,True,55923.0,,clean
zzz-222@5z5-336-3wk,,sg:cfb836ebb116466fbf11db7455d6b7f5,,Mcdonald Park,1000 E Mountain St,Pasadena,91104,,34.162644,-118.1275,712190,Nature Parks and Other Similar Institutions,20582,POLYGON,OWNED_POLYGON,False,False,,06037462400,Other,0.0,False,7.819,Cypress Park,126,2882.7063492063494,3482.8214285714284,6555.931034482759,57,361.8070175438597,0,True,True,True,20582.0,,clean
zzz-222@5z4-rg4-bzf,,sg:95a8f0e6e7f34cf7a4c3a98f2fe98735,,Woodside Village Open Space,Woodside Village Spc,South San Jose Hills,91792,,34.02855,-117.900547,712190,Nature Parks and Other Similar Institutions,433760,POLYGON,OWNED_POLYGON,False,False,True,06037408006,Other,0.0,False,9.579,Whittier,126,2383.4444444444443,3267.1428571428573,4938.413793103448,57,370.0877192982456,0,True,True,True,433760.0,,clean
zzz-222@5z5-3pm-9pv,,sg:23833701a0634972a62c4e7ab53a7de4,,Lake Hollywood Open Space,Lake Hollywood Open Space,Los Angeles,90068,https://www.hikespeak.com/trails/lake-hollywood-reservoir-loop-los...,34.119744,-118.330857,712190,Nature Parks and Other Similar Institutions,1608472,POLYGON,OWNED_POLYGON,False,False,,06037189703,Other,1.0,True,5.538,Westlake,101,1922.2475247524753,3241.1666666666665,4008.689655172414,57,400.12280701754383,0,True,True,True,1608472.0,,clean
zzz-222@5z6-3ch-5xq,,sg:47050a51323d478ba9114c4d8d4e3d54,,Fellowship Park,Fellowship Park,Long Beach,90806,,33.804045,-118.187388,712190,Nature Parks and Other Similar Institutions,1457,POLYGON,OWNED_POLYGON,False,False,False,06037573201,Other,0.0,False,5.813,Paramount,126,2061.2698412698414,3194.6071428571427,4316.448275862069,57,389.89473684210526,0,False,True,True,1457.0,under 0.2 ha: a park fragment or a point feature,suspect
zzw-223@5z4-x95-x5z,,sg:88c095ec13784d9181014e4c3cff45dd,,Jane Reynolds Park,Jane Reynolds Park,Lancaster,93534,,34.689848,-118.141105,712190,Nature Parks and Other Similar Institutions,27542,POLYGON,OWNED_POLYGON,False,False,True,06037900806,Other,0.0,False,32.996,Pacoima,126,2488.5079365079364,3098.964285714286,5674.517241379311,57,201.12280701754386,0,True,True,True,27542.0,,clean
zzz-222@5z4-zjk-ct9,,sg:ebbbdf91adb94432862e0d5cad2c78af,,Woodland Hills Recreation Center,5858 Shoup Ave,Woodland Hills,91367,,34.176704,-118.613898,712190,Nature Parks and Other Similar Institutions,75922,POLYGON,OWNED_POLYGON,False,False,True,06037137202,Other,1.0,True,12.687,Pacoima,126,2412.9444444444443,3090.6785714285716,4631.931034482759,57,230.19298245614036,0,True,True,True,75922.0,,clean
zzz-222@5z6-3rt-mc5,,sg:3738a5dd9d0a4340a4862cf6efd34baa,,Hawthorne Memorial Park,Hawthorne Memorial Park,Hawthorne,90250,,33.917162,-118.341617,712190,Nature Parks and Other Similar Institutions,54583,POLYGON,OWNED_POLYGON,False,False,True,06037602513,Other,0.0,False,5.081,Ladera Heights,126,1827.8968253968253,2865.5,3810.5172413793102,56,146.78571428571428,1,True,True,True,54583.0,,clean
zzy-222@5z6-3m9-dqf,zzw-222@5z6-3m9-dn5,sg:da74f254acfe4bc6a8a745a431d86f85,,Splash La Mirada Regional Aquatic Center,La Mirada Regional Aquatic Ctr,La Mirada,90638,http://www.splashlamirada.com/,33.905756,-118.008727,712190,Nature Parks and Other Similar Institutions,73408,POLYGON,OWNED_POLYGON,False,False,True,06037503602,Other,0.0,False,4.728,Whittier,126,2112.4126984126983,2864.9285714285716,4442.0344827586205,53,217.62264150943398,1,True,True,True,73408.0,,clean
zzy-222@5z5-3vm-cwk,,sg:c694336dce633cec94fb8f14e55d608c,,Santa Fe Dam Recreation Area,Santa Fe,Azusa,91706,,34.115817,-117.972561,712190,Nature Parks and Other Similar Institutions,3506445,POLYGON,OWNED_POLYGON,False,False,True,06037404600,70+ Latino,0.0,False,11.291,Whittier,126,2466.595238095238,2822.5714285714284,5545.0,57,823.3157894736842,0,True,True,True,3506445.0,,clean
zzz-222@5z6-3bj-4jv,,sg:183c45f8205044d48ccda7e390920528,,Ken Malloy Harbor Regional Park,25820 Vermont Ave,Los Angeles,90744,,33.783514,-118.294851,712190,Nature Parks and Other Similar Institutions,1176949,POLYGON,OWNED_POLYGON,False,False,True,06037980015,Other,0.9996,True,9.584,Paramount,126,2458.5,2776.6785714285716,5343.793103448276,57,276.280701754386,1,True,True,True,1176949.0,,clean
zzz-222@5z6-3nm-gzf,,sg:3699ec44be214db4817871d8a544ca39,,Somerset Park,Somerset Park,Long Beach,90807,,33.831928,-118.17313,712190,Nature Parks and Other Similar Institutions,16150,POLYGON,OWNED_POLYGON,False,False,,06037571900,Other,0.0,False,3.947,Paramount,126,2312.968253968254,2764.6785714285716,5052.6551724137935,57,401.17543859649123,0,False,True,True,16150.0,,clean
zzz-222@5z5-3nz-tjv,,sg:790107cf42774bfe884cff283d3d7acc,,Barnsdall Park,4800 Hollywood Blvd,Los Angeles,90027,http://barnsdall.org/,34.100406,-118.294404,712190,Nature Parks and Other Similar Institutions,59049,POLYGON,OWNED_POLYGON,False,False,True,06037191201,Other,1.0,True,3.319,Westlake,126,2219.9444444444443,2742.8928571428573,4785.0344827586205,57,314.2456140350877,6,True,True,True,59049.0,,clean
zzz-222@5z5-3rd-4qf,,sg:6083a6e2ac984ba8b8f4b606e3912afa,,Robert L Burns Park,4900 Beverly Blvd,Los Angeles,90004,,34.075634,-118.316071,712190,Nature Parks and Other Similar Institutions,6786,POLYGON,OWNED_POLYGON,False,False,,06037211500,Other,1.0,True,2.859,Westlake,126,2239.436507936508,2701.285714285714,5627.862068965517,53,324.58490566037733,0,False,True,True,6786.0,,clean
zzz-222@5z4-zbb-p35,,sg:0d23f402675b4843a7985e83f8846d07,,Paramount Ranch,Paramount Ranch,Agoura Hills,91301,,34.120055,-118.758605,712190,Nature Parks and Other Similar Institutions,2121534,POLYGON,OWNED_POLYGON,False,False,,06037800336,70+ NL White,0.0,False,21.805,Pacoima,126,2316.2301587301586,2661.3928571428573,5022.551724137931,57,471.859649122807,10,True,True,True,2121534.0,,clean
zzz-222@5z6-3mr-zcq,,sg:cd88acd42c5243d3931b24afb5c52a55,,Norwalk Park,Norwalk Park,Norwalk,90650,,33.909375,-118.071065,712190,Nature Parks and Other Similar Institutions,62743,POLYGON,OWNED_POLYGON,False,False,True,06037552200,70+ Latino,0.0,False,4.06,Whittier,126,1184.0079365079366,2616.5714285714284,1976.4137931034484,34,129.08823529411765,1,True,True,True,62743.0,,clean
zzz-222@5z5-3p9-mc5,,sg:88cc6dddf5024d0391f47957dc393795,,Elysian Park,929 Academy Rd,Los Angeles,90012,,34.080887,-118.23791,712190,Nature Parks and Other Similar Institutions,2204386,POLYGON,OWNED_POLYGON,False,False,True,06037980010,Other,1.0,True,0.79,Cypress Park,126,2525.2380952380954,2613.035714285714,5757.206896551724,57,1137.157894736842,0,True,True,True,2204386.0,,clean
zzz-222@5z5-3ps-st9,,sg:6f5f9ceef00648719131600e2ddf51d9,,Highland Park Recreation Center,6150 Piedmont Ave,Los Angeles,90042,,34.113277,-118.187798,712190,Nature Parks and Other Similar Institutions,21904,POLYGON,OWNED_POLYGON,False,False,True,06037183620,Other,1.0,True,2.969,Cypress Park,126,1623.063492063492,2562.464285714286,2370.689655172414,48,200.97916666666666,0,True,True,True,21904.0,,clean
zzz-222@5z4-vrb-3nq,,sg:e8572c7e9ec749538fd93d3fed50f786,,Placerita Golden Valley Ranch Open Space,Placerita Golden Valley Ranch Open Space,Santa Clarita,91321,,34.385692,-118.438293,712190,Nature Parks and Other Similar Institutions,5345099,POLYGON,OWNED_POLYGON,False,False,False,06037920043,Other,0.0,False,7.771,Pacoima,126,1854.063492063492,2561.8214285714284,3254.7586206896553,57,102.52631578947368,0,True,True,True,5345099.0,,clean
zzz-222@5z4-vv7-dgk,,sg:dc0e0a55d33945afa67d746650cdb216,,Santa Clarita Park,Santa Clarita Park,Santa Clarita,91350,,34.446602,-118.535563,712190,Nature Parks and Other Similar Institutions,28986,POLYGON,OWNED_POLYGON,False,False,True,06037920111,Other,0.0,False,13.498,Pacoima,126,1910.6825396825398,2561.1071428571427,3725.206896551724,56,368.0892857142857,1,True,True,True,28986.0,,clean
